epoch,training_loss,validation_loss
1,1.3556285151672363,nan
2,0.5039025911617279,nan
3,0.3270102178955078,nan
4,0.24511425743103027,nan
5,0.2072585829782486,0.13625873911380768
6,0.17610505484104155,nan
7,0.16277040285110472,nan
8,0.14927642637252808,nan
9,0.13548437931060792,nan
10,0.1293591965675354,0.10490446146726608
11,0.1295450491142273,nan
12,0.11747205639839173,nan
13,0.11560315205097199,nan
14,0.11044604734420777,nan
15,0.10662337835073471,0.09940492886304855
16,0.10122950223207473,nan
17,0.09739515776157379,nan
18,0.09864324275255203,nan
19,0.08847115969657898,nan
20,0.09367782690286636,0.0922867693066597
21,0.08460252821803092,nan
22,0.087503052110672,nan
23,0.08470967144966125,nan
24,0.08188240632534027,nan
25,0.08279083161592483,0.0893418644785881
26,0.08053400277853012,nan
27,0.07575025769233704,nan
28,0.07462621583342552,nan
29,0.07031691724777221,nan
30,0.07227174204707146,0.08581231051683426
31,0.0705596608877182,nan
32,0.07103786464691163,nan
33,0.0726890509557724,nan
34,0.06885358875513077,nan
35,0.06878748794198036,0.07975701868534088
36,0.06350897887468337,nan
37,0.06529071715593338,nan
38,0.06749671626567841,nan
39,0.06314634822368621,nan
40,0.061426315824985506,0.08919813587665558
41,0.06341088912844658,nan
42,0.06244823428869247,nan
43,0.05918878067135811,nan
44,0.06226579814195633,nan
45,0.061734798913002015,0.0846796294093132
46,0.057309490523338315,nan
47,0.06030660981178284,nan
48,0.05869458076953888,nan
49,0.06014387143135071,nan
50,0.059400069040060045,0.09067412410974503
51,0.055714631675481796,nan
52,0.059876316369771955,nan
53,0.055552861905097964,nan
54,0.056085190635919574,nan
55,0.05578401047825813,0.08945045651197434
