epoch,training_loss,validation_loss
1,2.0176016117477418,nan
2,1.0043879801559448,nan
3,0.6269504252052307,nan
4,0.4512893701839447,nan
5,0.36133290053367617,0.26155014429092405
6,0.2985515092945099,nan
7,0.2540651177358627,nan
8,0.21991929848194122,nan
9,0.1972490752649307,nan
10,0.17579959475517273,0.1421608097076416
11,0.1630252364730835,nan
12,0.14877962258338928,nan
13,0.13278008364439012,nan
14,0.12540757350206375,nan
15,0.11387098382711411,0.10535616092681885
16,0.1066136028957367,nan
17,0.09872167761087418,nan
18,0.09317294070005416,nan
19,0.08708833218574524,nan
20,0.08404164763450622,0.09110588715076447
21,0.07921676955223084,nan
22,0.07614693756818772,nan
23,0.07076041093349457,nan
24,0.06859226814508439,nan
25,0.06202532819032669,0.08397472895383835
26,0.06191322130203247,nan
27,0.05524413041949272,nan
28,0.05645904840350151,nan
29,0.05365251574635506,nan
30,0.05089414129257202,0.07718679691553115
31,0.05025388580322265,nan
32,0.0470203389108181,nan
33,0.04387175869822502,nan
34,0.043910620945692064,nan
35,0.042070778336524964,0.08478952755928039
36,0.039298414381742475,nan
37,0.038015323625206945,nan
38,0.03661315589249134,nan
39,0.03568249102592468,nan
40,0.03592347648084163,0.08018431333303451
41,0.03460980207800865,nan
42,0.03413962756872177,nan
43,0.03279451110243797,nan
44,0.03287980711340904,nan
45,0.02954537144422531,0.07787702115774155
46,0.031995772275924685,nan
47,0.028487735875844956,nan
48,0.030809388936758043,nan
49,0.027080264791250228,nan
50,0.02678968719393015,0.08095684208869934
